d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,346226.65,354815.42
1_facilities_and_construction,2018-2019,1301935.89,1319758.02
1_facilities_and_construction,2019-2020,1945828.35,1941678.01
1_facilities_and_construction,2020-2021,1660967.90,1625525.95
1_facilities_and_construction,2021-2022,16823.34,15539.60
10_office_management,2017-2018,232967.55,239212.37
2_professional_services,2017-2018,13083947.93,13433052.41
2_professional_services,2018-2019,16342061.93,16550200.64
2_professional_services,2019-2020,18748226.75,18703263.20
2_professional_services,2020-2021,19406517.74,18994004.76
2_professional_services,2021-2022,9279016.89,6863000.22
3_information_technology,2017-2018,1402413.23,1439767.76
3_information_technology,2018-2019,789459.57,800100.07
3_information_technology,2019-2020,767217.73,765674.82
3_information_technology,2020-2021,304717.28,297869.54
3_information_technology,2021-2022,340428.43,258603.20
5_transportation_and_logistics,2017-2018,218948.84,222709.80
5_transportation_and_logistics,2018-2019,1700347.35,1722046.36
5_transportation_and_logistics,2019-2020,1705005.84,1701513.54
5_transportation_and_logistics,2020-2021,1700347.35,1664619.21
5_transportation_and_logistics,2021-2022,1486057.00,1291652.58
9_human_capital,2017-2018,13435.70,13755.74
