d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,437887.34237252676
10_office_management,2018-2019,619195.1915886286
10_office_management,2019-2020,376847.66739906813
10_office_management,2020-2021,519308.2988226074
11_defence,2017-2018,11824.715843176531
11_defence,2018-2019,12072.91733490566
2_professional_services,2017-2018,2532.1072992700733
3_information_technology,2017-2018,643515.111996366
3_information_technology,2018-2019,692442.8344418098
3_information_technology,2019-2020,702614.1468575045
3_information_technology,2020-2021,616152.6634064465
5_transportation_and_logistics,2019-2020,240.68062043795624
5_transportation_and_logistics,2020-2021,87848.42645985403
9_human_capital,2017-2018,321799.9397398799
9_human_capital,2018-2019,284926.8951467616
9_human_capital,2019-2020,378714.43632748805
9_human_capital,2020-2021,385619.76054782444
