d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,319607.15,327949.56
10_office_management,2018-2019,514499.82,522497.38
10_office_management,2019-2020,322217.84,319498.65
10_office_management,2020-2021,287872.28,274266.77
10_office_management,2021-2022,34259.10,31297.12
11_defence,2017-2018,11824.72,12131.02
11_defence,2018-2019,12072.92,12260.67
3_information_technology,2017-2018,643515.11,659939.42
3_information_technology,2018-2019,730460.73,741826.71
3_information_technology,2019-2020,757484.66,750605.48
3_information_technology,2020-2021,962618.36,915141.59
3_information_technology,2021-2022,1721358.06,1599847.76
9_human_capital,2017-2018,321799.94,330137.54
9_human_capital,2018-2019,249989.64,253889.79
9_human_capital,2019-2020,378714.44,375433.73
9_human_capital,2020-2021,358438.51,340665.41
9_human_capital,2021-2022,529062.28,491048.88
