d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,494399.38,506913.57
it_consulting_services,2018-2019,687256.25,697895.26
it_consulting_services,2019-2020,701020.30,694560.49
it_consulting_services,2020-2021,869760.32,826843.63
it_consulting_services,2021-2022,1658296.02,1541369.90
it_devices_equipment,2019-2020,3872.38,3784.87
it_devices_equipment,2020-2021,9755.42,9301.57
it_other,2021-2022,11915.02,11044.17
it_software_licensing,2017-2018,149115.73,153025.85
it_software_licensing,2018-2019,43204.48,43931.45
it_software_licensing,2019-2020,52591.98,52260.12
it_software_licensing,2020-2021,83102.62,78996.40
it_software_licensing,2021-2022,51147.03,47433.69
