owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,28441.39,29413.63
cic,2022-2023,135665.42,120056.49
csc-scc,2017-2018,1674534.98,1725084.08
csc-scc,2018-2019,2151258.69,2191927.61
csc-scc,2019-2020,5026570.49,4983171.42
csc-scc,2020-2021,5310283.81,5057093.11
csc-scc,2021-2022,2436829.35,2270026.60
csc-scc,2022-2023,2179505.07,1950230.27
dnd-mdn,2017-2018,179797.86,184932.61
dnd-mdn,2018-2019,181418.22,186261.51
dnd-mdn,2019-2020,30901.90,30196.56
irb-cisr,2022-2023,135665.42,120056.49
osgg-bsgg,2022-2023,84980.72,76760.05
pc,2017-2018,10197.64,10546.24
pc,2019-2020,37446.23,37261.53
pc,2021-2022,20673.33,19415.47
pc,2022-2023,55837.02,50347.32
pwgsc-tpsgc,2021-2022,32337.63,30409.60
rcmp-grc,2018-2019,285071.27,292681.77
tc,2018-2019,59228.98,60810.21
tc,2019-2020,29695.54,29487.89
