d_vendor_name,overall_total
CGI,13113628.320280982
CANADIAN CORPS OF COMMISSIONAIRES,12853375.65
CARSWELL,9505067.12181896
COFOMO,5973872.000762197
ALTIS HUMAN RESOURCES,5915420.933631104
THOMSON REUTERS,5786988.402291141
TOSHIBA OF CANADA,3731561.08
NORTHERN MICRO,3318857.977876712
CDW CANADA,3215616.7278415295
IRON MOUNTAIN CANADA,3176192.1685718945
LEXISNEXIS CANADA,3053264.764364039
CANADIAN DEVELOPMENT CONSULTANTS,2995521.321567132
RICOH,2885599.1148864967
NISHA TECHONOLOGIES,2581299.12
ORANGUTECH,2232991.0214409665
CETTEC DIGITAL IMAGING,1900903.96
MICROSOFT CANADA,1887236.9980779516
MODIS CANADA,1812653.2848020953
BELL DISTRIBUTION,1626311.463402062
4 OFFICE AUTOMATION,1431008.5754801978
ZERNAM ENTERPRISE,1420213.4629188278
IBISKA TELECOM,1270148.015493301
EVIDENCE SOLUTIONS,1243738.924587405
THE AIM GROUP,1201076.618729097
SOFTCHOICE,1192762.1824538202
"NAVPOINT CONSULTING GROUP",1087146.6389526543
SAMSON ASSOCIES,1069360.8746224951
SI SYSTEMS,1018171.7854832249
GARTNER,1002599.8294520548
AMS IMAGING,991226.6531874279
CBCI TELECOM CANADA,963295.19
ST JOSEPH PRINT GROUP,947755.35
OPROMA,876366.4395296479
PRA,871567.8764999675
ADVANCED BUSINESS INTERIORS,805362.699139542
TEKSYSTEMS CANADA,801311.5392249527
"NATTIQ",792463.6808655511
GOSS GILROY,759178.0776415645
VISARD SOLUTIONS,757122.8192004382
NUIX NORTH AMERICA,745726.9400000001
EXCEL HUMAN RESOURCES,738330.7319483568
HYPERTEC,717703.1300000001
ADOBE,689932.45
TELFER SCHOOL OF MANAGEMENT,671640
PRECISIONERP,666885.0885510882
WINDREACH CONSULTING SERVICES,656134.2170645477
SHARP ELECTRONICS,646911.3773402197
RAYMOND CHABOT GRANT THORNTON,646725.8929968978
CYBERBAHN,635399
REPORTEX AGENCIES,615939.0428621793
FLEMING COMMUNICATIONS,573362.4814742127
BEYOND TECHNOLOGIES CONSULTING,572751.0685582112
TIREE,570965.8
BAYSHORE HEALTHCARE,554706.6077574185
"NAUT MAWT TRIBAL COUNCIL",543510.0499999999
TEKNION,543278.5191724139
ADVANCED CHIPPEWA TECHNOLOGIES,518700.49870911555
LAFORTUNE LEGAL,500524.42000000004
QUICK MESSENGER SERVICE,468008.2868650536
IPSS,467333.0626247657
XEROX,451164.3674985063
CACHE COMPUTER CONSULTING,382173.5583757109
EKOS RESEARCH ASSOCIATES,373349.0808171206
PUROLATOR,373340
INNOVATIVE INTERFACES CANADA,345334.19207447977
HILL AND KNOWLTON,338994.35
KELLY SEARS CONSULTING GROUP,338989.0344827586
COLLIERS PROJECT LEADERS,317038.98000000004
QUINTET CONSULTING,311654.5480373832
SOCIETE GAMMA,302239.99427658605
CENTRE DE LANGUES INTERNATIONALES,297821.38767593796
INTERNATIONAL REPORTING,295915.43
INFO TECH RESEARCH GROUP,292167.64999999997
FERENCE COMPANY CONSULTING,290366.60828955047
VT CANADA LITIGATION SOLUTIONS,287948.64
HORIZANT,279560.87
SRA STAFFING SOLTUTIONS,276867.7919528178
ORBIS RISK CONSULTING,263526.0483870968
PROSCI CANADA,256826.4
MDOS CONSULTING,256757.71617082536
MEDIAMISER,240295.48440271255
CANON,234491.994938231
AVI SPL CANADA,233619.34
TESSIER TRANSLATION,218657.62040187058
WORKDYNAMICS TECHNOLOGIES,218083.41980291347
LANNICK CONTRACT SOLUTIONS,216931.75
EPERFORMANCE,209366.4
GILMORE REPRODUCTIONS,208130.13350843606
SOFTSIM TECHNOLOGIES,206085.28750397457
CSDC SYSTEMS,200822.7749041096
BGIS,197847.07495912805
ECOLE DE LANGUES ABCE,195577.69
EDITIONS YVON BLAIS,192600.27427472436
ECOLE DE LANGUES LA CITE,191998.5
MULTILINGUAL COMMUNITY INTERPRETER,191458.4516129032
SYSTEMSCOPE,190970
KNOWLEDGE CIRCLE,190430.5154124816
IBM CANADA,189794.37884538932
CARAHSOFT TECHNOLOGY,188450.29561718326
MAXSYS,185127.9
