d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,11297110.86,11646708.93
it_consulting_services,2018-2019,9782537.77,9966001.16
it_consulting_services,2019-2020,10402153.87,10306740.29
it_consulting_services,2020-2021,11316054.41,10775791.36
it_consulting_services,2021-2022,8841593.42,8216143.29
it_consulting_services,2022-2023,7656020.30,6847605.17
it_devices_equipment,2017-2018,2228725.87,2295777.44
it_devices_equipment,2018-2019,7543042.63,7633627.48
it_devices_equipment,2019-2020,4487330.16,4407604.57
it_devices_equipment,2020-2021,1124856.67,1070829.35
it_devices_equipment,2021-2022,1922635.11,1768925.69
it_devices_equipment,2022-2023,5504768.89,4888758.87
it_other,2017-2018,253054.01,260597.48
it_other,2018-2019,1485965.80,1503800.68
it_other,2019-2020,1114764.69,1099128.07
it_other,2020-2021,1581984.58,1500512.37
it_other,2021-2022,1344536.78,1236637.78
it_other,2022-2023,1241562.88,1105882.99
it_software_licensing,2017-2018,2530882.20,2608970.49
it_software_licensing,2018-2019,3098765.01,3155500.29
it_software_licensing,2019-2020,4304734.11,4267550.65
it_software_licensing,2020-2021,4301049.27,4094479.50
it_software_licensing,2021-2022,5230586.49,4857842.95
it_software_licensing,2022-2023,5751724.24,5142456.38
