d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,134156.30495912806
1_facilities_and_construction,2018-2019,67032.69842105263
1_facilities_and_construction,2019-2020,43530.341611627104
1_facilities_and_construction,2020-2021,70360.39114379085
10_office_management,2017-2018,5803387.080019278
10_office_management,2018-2019,7255993.9976897715
10_office_management,2019-2020,8274466.041270808
10_office_management,2020-2021,6468083.578411688
2_professional_services,2017-2018,5156751.7368664
2_professional_services,2018-2019,5644325.726995907
2_professional_services,2019-2020,6293427.426013124
2_professional_services,2020-2021,6092023.303052565
3_information_technology,2017-2018,16060019.265605528
3_information_technology,2018-2019,21217650.320620693
3_information_technology,2019-2020,19039188.424368232
3_information_technology,2020-2021,16988989.844783217
4_medical,2017-2018,125092.32468140982
4_medical,2018-2019,338172.1964839407
4_medical,2019-2020,190440.96933732086
4_medical,2020-2021,172820.27557591506
5_transportation_and_logistics,2017-2018,243603.77997860956
5_transportation_and_logistics,2018-2019,639982.2553036647
5_transportation_and_logistics,2019-2020,557674.0593986416
5_transportation_and_logistics,2020-2021,559390.2727605955
6_industrial_products_and_services,2017-2018,46830.717500000006
6_industrial_products_and_services,2018-2019,14617.1575
6_industrial_products_and_services,2019-2020,49978.56202978955
6_industrial_products_and_services,2020-2021,72776.8309880023
7_travel,2017-2018,110163.02129173509
7_travel,2018-2019,85803.02129173509
7_travel,2019-2020,86038.09806239737
7_travel,2020-2021,12308.239247311829
8_security_and_protection,2017-2018,2866624.883894607
8_security_and_protection,2018-2019,3134874.2761053937
8_security_and_protection,2019-2020,3363020.6214754097
8_security_and_protection,2020-2021,3488855.8685245905
9_human_capital,2017-2018,671937.9824365526
9_human_capital,2018-2019,856904.0140310148
9_human_capital,2019-2020,975294.1170160298
9_human_capital,2020-2021,1034932.8086841773
NA,2017-2018,110504.05
NA,2019-2020,34422.380000000005
