d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4884530.87,5025595.91
2018-2019,10554746.69,10691112.70
2019-2020,5170555.75,5167955.45
2020-2021,275353.46,265521.18
2021-2022,3289601.34,2770778.68
