owner_org,d_fiscal_year,total,total_constant_2019_dollars
ic,2017-2018,13917.28,14328.08
ic,2018-2019,14332.72,14676.47
pco-bcp,2019-2020,1892473.15,1868051.98
pco-bcp,2021-2022,2260000.00,2119591.11
rcmp-grc,2017-2018,6262.41,6455.99
rcmp-grc,2018-2019,6262.41,6382.42
rcmp-grc,2019-2020,6279.57,6229.48
rcmp-grc,2020-2021,6262.41,5963.82
rcmp-grc,2021-2022,514.72,487.44
