d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,719618.78264062
1_facilities_and_construction,2018-2019,3366052.7334566433
1_facilities_and_construction,2019-2020,3241429.864437821
1_facilities_and_construction,2020-2021,3103477.055151938
10_office_management,2017-2018,11206.982543640897
11_defence,2018-2019,32842.090000000004
2_professional_services,2017-2018,119001.10041387705
2_professional_services,2018-2019,90415.9104090827
2_professional_services,2019-2020,809154.2421194734
2_professional_services,2020-2021,739435.4860185746
3_information_technology,2019-2020,26748.189213483147
3_information_technology,2020-2021,58272.840786516856
6_industrial_products_and_services,2018-2019,12435.68
8_security_and_protection,2017-2018,9865.384615384615
8_security_and_protection,2018-2019,14074.615384615385
