d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,719618.78,737898.13
1_facilities_and_construction,2018-2019,3366052.73,3408449.80
1_facilities_and_construction,2019-2020,3241429.86,3234688.89
1_facilities_and_construction,2020-2021,3103477.06,3038077.55
1_facilities_and_construction,2021-2022,3273292.74,2483825.00
10_office_management,2017-2018,11206.98,11574.45
11_defence,2018-2019,32842.09,33385.60
2_professional_services,2017-2018,119001.10,122365.69
2_professional_services,2018-2019,90415.91,91517.75
2_professional_services,2019-2020,809154.24,807496.88
2_professional_services,2020-2021,739435.49,724078.19
2_professional_services,2021-2022,1402309.61,1033952.53
3_information_technology,2019-2020,26748.19,26784.86
3_information_technology,2020-2021,58272.84,58782.59
6_industrial_products_and_services,2018-2019,12435.68,12556.03
6_industrial_products_and_services,2021-2022,1512.35,0.00
8_security_and_protection,2017-2018,9865.38,10046.06
8_security_and_protection,2018-2019,14074.62,14235.73
