d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2022-2023,21884.63,19767.61
10_office_management,2019-2020,22627.54,22111.06
2_professional_services,2017-2018,62180.73,63956.52
2_professional_services,2018-2019,33456.00,33881.07
2_professional_services,2019-2020,18406.43,17986.30
2_professional_services,2020-2021,10198.65,9633.95
5_transportation_and_logistics,2017-2018,1653328.85,1704934.37
5_transportation_and_logistics,2018-2019,1343993.57,1374537.01
5_transportation_and_logistics,2019-2020,428674.02,425429.75
5_transportation_and_logistics,2020-2021,1155907.73,1107859.13
5_transportation_and_logistics,2021-2022,1041295.04,959127.26
5_transportation_and_logistics,2022-2023,2583583.52,2310381.57
