d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1663425.76
11_defence,2018-2019,1162954.5454090915
11_defence,2019-2020,529660.0892523603
11_defence,2020-2021,191660.89533854817
2_professional_services,2017-2018,1292.9095890410958
2_professional_services,2018-2019,52033.52957283681
2_professional_services,2019-2020,188557.14676889376
2_professional_services,2020-2021,188041.96330777658
3_information_technology,2017-2018,356672.3758807616
3_information_technology,2018-2019,972161.3141191798
3_information_technology,2019-2020,377953.29021875054
3_information_technology,2020-2021,84617.50131543422
6_industrial_products_and_services,2018-2019,24234.8
8_security_and_protection,2017-2018,51484.06821917808
9_human_capital,2017-2018,3612.2950819672133
9_human_capital,2018-2019,62492.70491803279
9_human_capital,2019-2020,14896.00606557377
9_human_capital,2020-2021,10083.623934426229
