owner_org,d_fiscal_year,total
aandc-aadnc,2018-2019,26840.18
aandc-aadnc,2019-2020,21346.02
ccohs-cchst,2019-2020,48999.06
cic,2018-2019,50795.54
cic,2019-2020,6261.58
cic,2020-2021,6244.47
dfatd-maecd,2017-2018,3612.30
dfatd-maecd,2018-2019,86727.50
dnd-mdn,2017-2018,1664718.67
dnd-mdn,2018-2019,1214988.07
dnd-mdn,2019-2020,718217.24
dnd-mdn,2020-2021,379702.86
ec,2019-2020,14896.01
ec,2020-2021,10083.62
isc-sac,2018-2019,1862.93
isc-sac,2019-2020,21346.02
lac-bac,2019-2020,32833.39
oag-bvg,2017-2018,11667.45
oag-bvg,2018-2019,12036.65
phac-aspc,2018-2019,12295.27
phac-aspc,2019-2020,24999.45
pwgsc-tpsgc,2017-2018,56.06
pwgsc-tpsgc,2018-2019,30064.34
pwgsc-tpsgc,2019-2020,34012.14
pwgsc-tpsgc,2020-2021,15538.70
rcmp-grc,2018-2019,326692.12
ssc-spc,2017-2018,396432.93
ssc-spc,2018-2019,486574.29
ssc-spc,2019-2020,179819.44
ssc-spc,2020-2021,56885.51
vac-acc,2018-2019,25000.00
vac-acc,2019-2020,8336.18
vac-acc,2020-2021,5948.82
