owner_org,d_fiscal_year,total
dnd-mdn,2017-2018,50442061.98
dnd-mdn,2018-2019,47164693.47
dnd-mdn,2019-2020,110084887.03
dnd-mdn,2020-2021,94032218.13
nrc-cnrc,2020-2021,4241278.19
pwgsc-tpsgc,2017-2018,85794697.81
pwgsc-tpsgc,2018-2019,78191065.27
pwgsc-tpsgc,2019-2020,65691447.07
pwgsc-tpsgc,2020-2021,108878838.83
rcmp-grc,2019-2020,3474120.27
rcmp-grc,2020-2021,3532183.56
