owner_org,d_fiscal_year,total,total_constant_2019_dollars
acoa-apeca,2017-2018,80247.00,82852.82
cta-otc,2019-2020,24909.33,24376.99
dfatd-maecd,2018-2019,24295.00,24502.19
dfo-mpo,2017-2018,37968.00,39169.88
ec,2019-2020,28718.46,28480.35
infc,2019-2020,40579.00,39612.38
infc,2020-2021,167849.51,158180.58
nrcan-rncan,2020-2021,85046.62,80661.77
nrcan-rncan,2021-2022,39550.00,37444.41
tc,2017-2018,1250426.49,1285589.52
tc,2018-2019,1905807.77,1934242.32
tc,2019-2020,1633199.95,1619724.19
tc,2020-2021,1213170.56,1157743.78
tc,2021-2022,839305.28,786342.63
