d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,24860.00,25593.17
it_consulting_services,2018-2019,179212.35,182346.56
it_consulting_services,2019-2020,93225.00,92621.60
it_consulting_services,2020-2021,38962.40,36713.32
it_consulting_services,2022-2023,126989.40,112792.90
it_other,2017-2018,50840.23,52292.15
it_other,2018-2019,33893.49,34798.34
