d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,137582.02
1_facilities_and_construction,2018-2019,23838.64
1_facilities_and_construction,2019-2020,21725.68
2_professional_services,2019-2020,411633.10328467155
2_professional_services,2020-2021,529458.5189051096
3_information_technology,2017-2018,460419.37940854323
3_information_technology,2018-2019,460419.37940854323
3_information_technology,2019-2020,13192.75
6_industrial_products_and_services,2017-2018,4020013.784083743
6_industrial_products_and_services,2018-2019,1505431.0910677603
6_industrial_products_and_services,2019-2020,860202.5737886017
6_industrial_products_and_services,2020-2021,1345912.3969763222
9_human_capital,2018-2019,34896.509999999995
9_human_capital,2019-2020,11256
NA,2019-2020,39382.92512071156
NA,2020-2021,102400.14243964422
