d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,39382.93,38843.13
0_other,2020-2021,102400.14,97625.68
0_other,2021-2022,102400.14,95822.06
1_facilities_and_construction,2017-2018,137582.02,141373.38
1_facilities_and_construction,2018-2019,23838.64,24150.73
1_facilities_and_construction,2019-2020,21725.68,21492.01
1_facilities_and_construction,2021-2022,11294.35,10761.35
2_professional_services,2019-2020,411633.10,406589.24
2_professional_services,2020-2021,529458.52,504772.23
2_professional_services,2021-2022,529458.52,495446.66
3_information_technology,2017-2018,460419.38,474530.88
3_information_technology,2018-2019,460419.38,468835.38
3_information_technology,2019-2020,13192.75,13240.74
6_industrial_products_and_services,2017-2018,4020013.78,4139203.84
6_industrial_products_and_services,2018-2019,1505431.09,1531785.36
6_industrial_products_and_services,2019-2020,860202.57,851572.91
6_industrial_products_and_services,2020-2021,1345912.40,1282433.54
6_industrial_products_and_services,2021-2022,1208498.96,1130276.25
9_human_capital,2018-2019,34896.51,35221.08
9_human_capital,2019-2020,11256.00,10987.87
