d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,11878.93,11607.79
1_facilities_and_construction,2021-2022,12661.75,11584.45
1_facilities_and_construction,2022-2023,17450.16,15550.58
10_office_management,2022-2023,40317.71,35678.97
6_industrial_products_and_services,2017-2018,285451.00,293714.32
6_industrial_products_and_services,2018-2019,39264.64,40312.88
6_industrial_products_and_services,2019-2020,64832.55,63856.06
6_industrial_products_and_services,2020-2021,1851849.15,1755623.57
6_industrial_products_and_services,2021-2022,1521580.31,1394612.35
6_industrial_products_and_services,2022-2023,1526908.78,1355521.82
