owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2017-2018,242549.44,249539.66
csc-scc,2019-2020,34512.00,33724.26
csc-scc,2020-2021,1832694.31,1737574.43
csc-scc,2021-2022,1499378.40,1374053.73
csc-scc,2022-2023,1536639.17,1363566.51
dnd-mdn,2017-2018,22543.40,23187.21
dnd-mdn,2018-2019,27045.65,27767.68
dnd-mdn,2019-2020,42199.48,41739.59
dnd-mdn,2021-2022,34863.66,32143.07
dnd-mdn,2022-2023,48037.48,43184.86
pc,2017-2018,20358.16,20987.46
pc,2018-2019,12218.99,12545.20
pc,2020-2021,19154.84,18049.14
