d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,144658.87,141920.23
it_consulting_services,2020-2021,311620.56,296887.88
it_consulting_services,2021-2022,328819.72,307696.69
