d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,146107.20,150405.25
1_facilities_and_construction,2018-2019,1890711.61,1925650.53
1_facilities_and_construction,2019-2020,9712707.68,9634290.34
1_facilities_and_construction,2020-2021,9770775.72,9304911.81
1_facilities_and_construction,2021-2022,7815182.39,7264824.93
1_facilities_and_construction,2022-2023,7916269.89,7083511.49
2_professional_services,2022-2023,187398.20,166868.93
