d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,18637.50,18796.45
1_facilities_and_construction,2019-2020,579656.94,570170.10
1_facilities_and_construction,2020-2021,817861.21,779727.99
1_facilities_and_construction,2021-2022,817861.21,765322.65
