d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,182624.23,170533.82
11_defence,2017-2018,2259781.47,2322060.57
11_defence,2018-2019,9352806.15,9524121.63
11_defence,2019-2020,6983407.18,6959085.50
11_defence,2020-2021,7412739.59,7080496.06
11_defence,2021-2022,9374073.00,8773066.33
2_professional_services,2018-2019,1973081.70,2016740.06
2_professional_services,2019-2020,53094.36,51829.62
2_professional_services,2020-2021,625143.31,595995.67
2_professional_services,2021-2022,572048.95,536707.61
3_information_technology,2017-2018,70272185.28,72420483.47
3_information_technology,2018-2019,77666687.10,79076465.19
3_information_technology,2019-2020,72942621.73,72355187.24
3_information_technology,2020-2021,72938846.19,69538016.89
3_information_technology,2021-2022,94041887.31,87991661.18
9_human_capital,2019-2020,10147.40,10042.30
9_human_capital,2020-2021,2095.80,1975.47
9_human_capital,2021-2022,12103.71,11326.18
