d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,4320161.960653131
1_facilities_and_construction,2018-2019,4902736.700630829
1_facilities_and_construction,2019-2020,5050729.95190318
1_facilities_and_construction,2020-2021,4375326.384942102
2_professional_services,2017-2018,1386885.1984868008
2_professional_services,2018-2019,3463779.652697531
2_professional_services,2019-2020,2500125.73757714
2_professional_services,2020-2021,3565636.583697101
5_transportation_and_logistics,2017-2018,116150
5_transportation_and_logistics,2018-2019,161181.57894736843
5_transportation_and_logistics,2019-2020,288180.9210526316
5_transportation_and_logistics,2020-2021,191187.5
7_travel,2018-2019,29104.609999999997
7_travel,2019-2020,170904.26
9_human_capital,2020-2021,84765.32
