owner_org,d_fiscal_year,total
aafc-aac,2017-2018,44074.8
aafc-aac,2018-2019,72355.5
aafc-aac,2019-2020,161385
aandc-aadnc,2019-2020,165668.5
aandc-aadnc,2020-2021,125350.86693548388
dfo-mpo,2017-2018,329100.82
dfo-mpo,2018-2019,267066.0605222942
dfo-mpo,2019-2020,414342.0671515026
dfo-mpo,2020-2021,395599.5223262032
dnd-mdn,2017-2018,810949.3786343219
dnd-mdn,2018-2019,654571.8547003772
dnd-mdn,2019-2020,380616.8300320827
dnd-mdn,2020-2021,481416.9095569934
ec,2019-2020,102881.63423076924
ec,2020-2021,346113.00568376074
nrcan-rncan,2019-2020,7523.421052631579
nrcan-rncan,2020-2021,29766.57894736842
pc,2017-2018,398675.3981691701
pc,2018-2019,918678.3947222065
pc,2019-2020,1386776.569553192
pc,2020-2021,1171096.9530516448
pwgsc-tpsgc,2017-2018,3980444.4239919404
pwgsc-tpsgc,2018-2019,5269903.42416142
pwgsc-tpsgc,2019-2020,6022351.578232554
pwgsc-tpsgc,2020-2021,4814749.669891432
rcmp-grc,2019-2020,15171.379999999997
rcmp-grc,2020-2021,67707.91
tc,2017-2018,360262.9733924612
tc,2018-2019,1924757.5466075388
tc,2020-2021,1039037.1957684578
