d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,4320161.96,4428927.44
1_facilities_and_construction,2018-2019,4998286.91,5069638.53
1_facilities_and_construction,2019-2020,5050729.95,4996546.94
1_facilities_and_construction,2020-2021,4375326.38,4157614.02
1_facilities_and_construction,2021-2022,5841053.11,4328411.15
2_professional_services,2017-2018,1386885.20,1420516.63
2_professional_services,2018-2019,3463779.65,3512220.56
2_professional_services,2019-2020,2500125.74,2462802.27
2_professional_services,2020-2021,3565636.58,3391629.86
2_professional_services,2021-2022,5150913.67,3723910.60
5_transportation_and_logistics,2017-2018,116150.00,119094.94
5_transportation_and_logistics,2018-2019,161181.58,163869.19
5_transportation_and_logistics,2019-2020,288180.92,283619.82
5_transportation_and_logistics,2020-2021,191187.50,180680.32
5_transportation_and_logistics,2021-2022,114425.00,65498.42
7_travel,2018-2019,29104.61,29493.13
7_travel,2019-2020,170904.26,168359.65
9_human_capital,2020-2021,84765.32,80633.77
