d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,17579099.52,18028713.56
it_consulting_services,2018-2019,20346701.76,20653018.68
it_consulting_services,2019-2020,28273536.21,28013146.10
it_consulting_services,2020-2021,21167633.93,20108964.06
it_consulting_services,2021-2022,26602079.37,24657972.16
it_devices_equipment,2017-2018,4289673.02,4393619.71
it_devices_equipment,2018-2019,5316351.42,5377604.36
it_devices_equipment,2019-2020,6107877.83,5992220.76
it_devices_equipment,2020-2021,10905617.56,10307962.81
it_devices_equipment,2021-2022,4378498.59,4040000.81
it_other,2017-2018,1963106.55,2012455.27
it_other,2018-2019,2687292.93,2718303.04
it_other,2019-2020,1459048.10,1444669.12
it_other,2020-2021,2342086.41,2213064.04
it_other,2021-2022,1383045.66,1259119.25
it_software_licensing,2017-2018,5501979.58,5642602.51
it_software_licensing,2018-2019,6406962.97,6497694.66
it_software_licensing,2019-2020,6396700.59,6326950.17
it_software_licensing,2020-2021,8955469.97,8491262.63
it_software_licensing,2021-2022,11786727.44,10865423.30
