d_vendor_name,overall_total
KENN BOREK AIR,26518487.47
CANADIAN CORPS OF COMMISSIONAIRES,24946048.74
TEKSYSTEMS CANADA,19919455.76
GREAT SLAVE HELICOPTERS,17932470.57
EXCEL HUMAN RESOURCES,17762371.48
MACDONALD DETTWILER AND ASSOCIATES,12979489.97
NORTHERN MICRO,12188777.95
MICHAEL WAGER CONSULTING,8936733.64
AMAZON,8725951.86
VERITAAQ TECHNOLOGY HOUSE,8282362.31
RGB MEDIA,7853462.18
ATCO,7753251.35
NISHA TECHONOLOGIES,7471757.58
MICROSOFT CANADA,7421009.03
ESRI,7155678.31
UNIVERSAL HELICOPTERS,7004010.86
FSC,6913925.93
DELOITTE,6846256.53
"NANOMETRICS",6604067.70
CISTEL TECHNOLOGY,6069142.00
ELSEVIER,5955926.56
CALIAN,5854473.07
ALTIS HUMAN RESOURCES,5607321.24
REDMANGO MEDIA,5541118.11
D4IS SOLUTIONS,5514925.71
MAPLESOFT CONSULTING,5293079.09
STRATOS,5199743.29
FIRST AIR,4951118.79
AGILENT,4724712.17
PURESPIRIT SOLUTIONS,4638648.01
THERMO FISHER SCIENTIFIC,4393126.54
COMPUSULT,4093349.75
CORADIX TECHNOLOGY CONSULTING,4022600.00
EPERFORMANCE,3999200.70
WOOD MACKENZIE,3977781.40
SALESFORCE CANADA,3903801.77
SAMSON ASSOCIES,3444115.72
DALIAN ENTERPRISES,3402751.55
APPTION,3397357.90
HOVEY INDUSTRIES 2005,3306538.23
AMERESCO CANADA,3249966.31
LEO PISCES SERVICES GROUP,3242567.48
NORTAK SOFTWARE,3167699.85
OPEN GEOSPATIAL CONSORTIUM,3137195.93
RAYMOND CHABOT GRANT THORNTON,3115427.90
CDW CANADA,2979232.14
DYNABOOK CANADA,2903277.89
CUSTOM HELICOPTERS,2850225.44
CANADIAN HELICOPTERS,2848364.90
MAVERIN,2741510.83
OPENFRAME TECHNOLOGIES,2700119.61
FUJITSU,2658099.00
EFFIGIS GEO SOLUTIONS,2508062.51
TUNDRA TECHNICAL SOLUTIONS,2406800.00
ANSYS CANADA,2386542.76
DASCO EQUIPMENT,2317209.16
TERAMACH TECHNOLOGIES,2269164.49
CANADIAN NORTH,2266149.39
STANTEC,2263149.60
WSP,2218078.05
FORD MOTOR COMPANY,2198313.35
DONNA CONA,2139280.30
MESSA COMPUTING,2091302.32
TOURE CLEANING SERVICES,2089361.05
SI SYSTEMS,2053273.94
KPMG,1955663.49
GARTNER,1910179.19
BUREAU VERITAS,1875868.54
S P GLOBAL MARKET INTELLIGENCE,1868200.55
IRON MOUNTAIN,1848836.75
NEWFOUND RECRUITING,1841791.66
CANON,1829069.31
ISOMASS SCIENTIFIC,1825536.17
QMR,1803320.61
PLANET LABS,1758109.25
ADRM TECHNOLOGY CONSULTING,1730099.67
CACHE COMPUTER CONSULTING,1705626.20
CONTRACT COMMUNITY,1678106.80
ERNST YOUNG,1651091.86
HYPERTEC,1619991.79
