owner_org,d_fiscal_year,total
pwgsc-tpsgc,2017-2018,376269.3100470939
pwgsc-tpsgc,2018-2019,4126473.5919851116
pwgsc-tpsgc,2019-2020,54172.20719602978
pwgsc-tpsgc,2020-2021,103756.2976851852
