owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,161826.61,166778.50
aafc-aac,2018-2019,246798.96,250842.71
aafc-aac,2019-2020,258813.81,256919.03
aafc-aac,2020-2021,221899.99,211590.37
aafc-aac,2021-2022,337528.83,314096.60
aandc-aadnc,2017-2018,1442525.78,1486315.04
aandc-aadnc,2018-2019,45253.83,46037.16
atssc-scdata,2017-2018,545.81,560.85
atssc-scdata,2018-2019,11067.87,11270.18
atssc-scdata,2019-2020,11098.19,11009.13
cbsa-asfc,2017-2018,764063.12,786502.17
cbsa-asfc,2018-2019,1463750.45,1489956.54
cbsa-asfc,2019-2020,1704543.00,1691280.60
cbsa-asfc,2020-2021,472236.71,449328.35
cbsa-asfc,2021-2022,148391.97,140145.92
cgc-ccg,2018-2019,14863.26,15022.32
cgc-ccg,2019-2020,43870.58,43518.52
cgc-ccg,2020-2021,43750.72,41710.82
cgc-ccg,2021-2022,43750.72,40940.22
cic,2018-2019,672773.62,682494.67
cic,2019-2020,995404.76,988099.39
cic,2020-2021,550945.03,525302.92
cic,2021-2022,1394346.61,1301150.12
cihr-irsc,2019-2020,54204.99,53185.84
cihr-irsc,2020-2021,63451.23,60173.39
cihr-irsc,2021-2022,10146.78,9667.94
cnsc-ccsn,2017-2018,17088.32,17612.07
cra-arc,2017-2018,100822.26,103679.29
cra-arc,2018-2019,117276.78,119872.26
cra-arc,2019-2020,44856.42,43787.91
cra-arc,2020-2021,60198.33,56763.71
cra-arc,2021-2022,378844.93,348484.87
crtc,2017-2018,3017.42,3100.57
crtc,2018-2019,13321.09,13592.62
crtc,2019-2020,12857.92,12756.98
crtc,2020-2021,1398.42,1326.32
crtc,2021-2022,15066.89,14136.05
csc-scc,2020-2021,25252.97,24160.34
csc-scc,2021-2022,5677.02,5409.12
dfatd-maecd,2017-2018,2673304.32,2755374.23
dfatd-maecd,2018-2019,2721782.93,2771284.20
dfatd-maecd,2019-2020,2785266.76,2760652.53
dfatd-maecd,2020-2021,2857101.48,2724934.92
dfatd-maecd,2021-2022,3057361.53,2857914.72
dfo-mpo,2019-2020,0.00,0.00
dfo-mpo,2020-2021,4371820.22,4172861.10
dfo-mpo,2021-2022,1752050.32,1654270.97
dnd-mdn,2017-2018,9759399.80,10063630.83
dnd-mdn,2018-2019,7484149.21,7620944.86
dnd-mdn,2019-2020,7417723.49,7359157.03
dnd-mdn,2020-2021,5497181.58,5236719.46
dnd-mdn,2021-2022,1926242.90,1811821.01
ec,2017-2018,172462.50,177232.86
ec,2018-2019,25000.00,25213.21
ec,2019-2020,24203.47,24177.97
ec,2020-2021,259843.50,248518.55
elections,2017-2018,291084.49,300006.00
elections,2018-2019,291084.49,296405.21
elections,2019-2020,291881.98,289539.60
elections,2020-2021,291084.49,277512.52
esdc-edsc,2017-2018,12236615.86,12607627.12
esdc-edsc,2018-2019,22308377.21,22705807.12
esdc-edsc,2019-2020,25859561.95,25563469.00
esdc-edsc,2020-2021,58916381.20,56155006.04
esdc-edsc,2021-2022,49789983.21,46594544.69
fin,2019-2020,24792.20,24810.93
fin,2020-2021,309089.38,295656.69
fin,2021-2022,11728.92,11108.21
hc-sc,2017-2018,1011951.85,1042898.99
hc-sc,2020-2021,2023464.88,1931096.83
hc-sc,2021-2022,288068.62,269563.39
ic,2017-2018,1350989.07,1392750.10
ic,2018-2019,1028800.52,1047868.24
ic,2019-2020,846936.20,841443.48
ic,2020-2021,106716.09,101745.48
ic,2021-2022,120101.86,111823.01
iic-iac,2020-2021,969150.00,924418.88
iic-iac,2021-2022,506727.00,481038.82
irb-cisr,2019-2020,49963.01,49565.32
irb-cisr,2021-2022,42868.70,40071.09
isc-sac,2017-2018,867457.05,894043.95
nrc-cnrc,2017-2018,384267.02,395128.04
nrc-cnrc,2018-2019,1067731.81,1085627.99
nrc-cnrc,2019-2020,12559.26,12574.35
nrc-cnrc,2020-2021,44375.10,42398.13
nrcan-rncan,2017-2018,48588.65,50104.10
nrcan-rncan,2018-2019,256285.09,261027.38
nrcan-rncan,2019-2020,83602.87,83334.25
nrcan-rncan,2020-2021,122087.63,116564.36
nrcan-rncan,2021-2022,114217.13,107396.55
nserc-crsng,2018-2019,17270.76,17418.05
nserc-crsng,2019-2020,86590.37,85895.48
oag-bvg,2017-2018,300154.95,309444.58
oag-bvg,2018-2019,277827.74,283586.83
oag-bvg,2019-2020,356273.23,350964.55
oag-bvg,2020-2021,2167791.70,2075307.43
oag-bvg,2021-2022,1007050.61,946494.50
ocol-clo,2020-2021,39091.15,37340.57
osfi-bsif,2017-2018,101346.77,104157.77
osfi-bsif,2018-2019,194387.10,198429.55
osfi-bsif,2019-2020,98606.54,97815.21
osfi-bsif,2020-2021,98337.12,93752.10
pc,2019-2020,63236.25,61872.62
pc,2021-2022,990443.35,913959.91
pch,2017-2018,109280.96,112630.34
pch,2018-2019,109280.96,111278.50
pco-bcp,2017-2018,17854.64,18346.66
pco-bcp,2018-2019,630638.10,641018.68
pco-bcp,2019-2020,639257.61,634127.51
pco-bcp,2020-2021,637511.01,607786.72
pco-bcp,2021-2022,148546.29,141116.75
phac-aspc,2017-2018,689296.33,710422.74
phac-aspc,2018-2019,1886.79,1902.88
phac-aspc,2019-2020,9865.21,9786.04
phac-aspc,2021-2022,1029026.25,966955.18
ps-sp,2021-2022,60754.32,55242.12
psc-cfp,2017-2018,67149.99,69208.09
psc-cfp,2018-2019,35799.83,36490.62
pwgsc-tpsgc,2017-2018,6632794.22,6834941.10
pwgsc-tpsgc,2018-2019,5901208.88,6011240.37
pwgsc-tpsgc,2019-2020,14306769.20,14181462.83
pwgsc-tpsgc,2020-2021,17556726.42,16737708.05
pwgsc-tpsgc,2021-2022,19594394.44,18334445.56
rcmp-grc,2017-2018,179031.92,184519.11
rcmp-grc,2018-2019,49096.32,50311.35
rcmp-grc,2019-2020,6240738.63,6144603.89
rcmp-grc,2020-2021,13637718.01,13001314.78
rcmp-grc,2021-2022,15486840.54,14520858.26
ssc-spc,2017-2018,12465958.19,12844309.79
ssc-spc,2018-2019,15090610.73,15357914.62
ssc-spc,2019-2020,15343502.78,15241484.12
ssc-spc,2020-2021,12501432.51,11918546.53
ssc-spc,2021-2022,12514469.79,11710207.92
statcan,2017-2018,290975.00,299893.16
tbs-sct,2017-2018,435630.28,448982.02
tbs-sct,2018-2019,427948.74,435846.11
tbs-sct,2019-2020,420219.79,416843.15
tbs-sct,2020-2021,595810.87,565564.43
tbs-sct,2021-2022,4256999.39,3981715.15
tc,2018-2019,100259.25,101542.00
tc,2019-2020,81768.16,79820.38
tc,2020-2021,532953.16,508103.93
tc,2021-2022,572953.16,535499.37
wd-deo,2017-2018,20780.10,21358.85
wd-deo,2018-2019,51424.80,52314.40
