d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,847877.69,873620.78
1_facilities_and_construction,2018-2019,609986.40,621513.39
1_facilities_and_construction,2019-2020,538776.45,530423.07
1_facilities_and_construction,2020-2021,1020669.41,969265.88
1_facilities_and_construction,2021-2022,689120.66,631778.69
1_facilities_and_construction,2022-2023,359294.61,319804.82
3_information_technology,2022-2023,36074.85,31961.89
6_industrial_products_and_services,2017-2018,15557.58,16029.35
6_industrial_products_and_services,2018-2019,69100.28,70051.39
6_industrial_products_and_services,2020-2021,58222.59,55008.73
6_industrial_products_and_services,2021-2022,10387.65,9620.24
