d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,631049.2965146201
1_facilities_and_construction,2018-2019,1263971.3899855057
1_facilities_and_construction,2019-2020,818876.9468650512
1_facilities_and_construction,2020-2021,835153.2192969067
2_professional_services,2017-2018,2251758.153204378
2_professional_services,2018-2019,2464964.6773244
2_professional_services,2019-2020,1621611.7245530086
2_professional_services,2020-2021,1911829.7090703314
7_travel,2017-2018,531444.18
NA,2019-2020,9169.076070528969
NA,2020-2021,52292.386964735524
