d_most_recent_category,total,percentage
2_professional_services,9750164.264152119,0.7834633453062979
1_facilities_and_construction,2012103.2595783973,0.1616802659055594
7_travel,531444.18,0.042703591839698095
10_office_management,89779.52,0.007214131082673653
NA,61461.46303526449,0.0049386658657709385
