owner_org,d_fiscal_year,total
aafc-aac,2017-2018,55197.33106433949
aafc-aac,2018-2019,91974.96532169747
aafc-aac,2019-2020,149032.3890349076
aafc-aac,2020-2021,107253.20032169747
aandc-aadnc,2017-2018,647013.16
aandc-aadnc,2018-2019,114447.49999999999
aandc-aadnc,2019-2020,283501.16
aandc-aadnc,2020-2021,236543.78483606558
cbsa-asfc,2019-2020,85972.5142857143
cbsa-asfc,2020-2021,11415.975714285714
cer-rec,2019-2020,71391.6
cfia-acia,2017-2018,156225.91523118765
cfia-acia,2018-2019,73368.64043517679
cfia-acia,2019-2020,41616.46458609271
cfia-acia,2020-2021,63556.52541390728
cic,2017-2018,216624.22366678758
cic,2018-2019,82811.97364864864
csa-asc,2019-2020,6253.311643835617
csa-asc,2020-2021,10346.388356164385
csc-scc,2017-2018,39743.9087
csc-scc,2018-2019,39514.0313
csc-scc,2019-2020,34441.27
csc-scc,2020-2021,110421.34
dfatd-maecd,2017-2018,28484.780909215395
dfatd-maecd,2018-2019,50265.14716417911
dfo-mpo,2017-2018,832731.9907474787
dfo-mpo,2018-2019,593906.6399338159
dfo-mpo,2019-2020,645868.1091005534
dfo-mpo,2020-2021,586651.5252378582
dnd-mdn,2017-2018,4054041.440779121
dnd-mdn,2018-2019,5439499.085241169
dnd-mdn,2019-2020,4069877.1712974934
dnd-mdn,2020-2021,4252683.618894604
ec,2017-2018,95254.09717948717
ec,2018-2019,82521.61068131868
ec,2019-2020,217111.9393186813
ec,2020-2021,13797
esdc-edsc,2019-2020,27790.629999999997
hc-sc,2017-2018,24424.708812664903
hc-sc,2018-2019,24559.28021108179
hc-sc,2019-2020,2018.5709762532979
iaac-aeic,2018-2019,15612.304610046267
iaac-aeic,2019-2020,105310.19538995373
iaac-aeic,2020-2021,65187.75
ic,2017-2018,50201.81461538462
ic,2018-2019,6246.205384615384
ic,2020-2021,1315.5
nrc-cnrc,2017-2018,1627133.6384247632
nrc-cnrc,2018-2019,902130.4012296648
nrc-cnrc,2019-2020,1523006.1408661853
nrc-cnrc,2020-2021,1187055.2716909302
nrcan-rncan,2017-2018,235002.73521276595
nrcan-rncan,2018-2019,173992.2792832597
nrcan-rncan,2019-2020,415672.6204113968
nrcan-rncan,2020-2021,290512.74030534347
opc-cpvp,2018-2019,14989.449999999999
pc,2017-2018,8799957.98535366
pc,2018-2019,9191406.784450298
pc,2019-2020,8291709.905842919
pc,2020-2021,5143670.933622248
pch,2020-2021,22261
ps-sp,2017-2018,169086.91516853933
pwgsc-tpsgc,2017-2018,16185485.200299308
pwgsc-tpsgc,2018-2019,20218677.690345608
pwgsc-tpsgc,2019-2020,23674693.634574756
pwgsc-tpsgc,2020-2021,28538970.35826338
rcmp-grc,2017-2018,2657696.1482545114
rcmp-grc,2018-2019,2078366.2576610425
rcmp-grc,2019-2020,604412.6683716561
rcmp-grc,2020-2021,633835.4619933874
tbs-sct,2018-2019,2071.6666666666665
tbs-sct,2019-2020,22788.333333333332
tc,2017-2018,309087.68
tc,2018-2019,607965.9400000001
tc,2019-2020,480922.8229767481
tc,2020-2021,297091.1075317264
