d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1038232.21,1069313.93
it_consulting_services,2018-2019,3391419.31,3455659.37
it_consulting_services,2019-2020,3160072.81,3135752.84
it_consulting_services,2020-2021,2324944.56,2213875.28
it_consulting_services,2021-2022,1350023.75,1255151.73
it_consulting_services,2022-2023,1266577.48,1132689.60
it_other,2017-2018,24984.30,25703.04
it_other,2019-2020,22227.10,21826.15
it_other,2020-2021,20052.67,19065.26
it_other,2021-2022,87811.23,81364.69
it_other,2022-2023,102653.49,91903.90
