d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,24357180.39739207
1_facilities_and_construction,2018-2019,24944854.32909228
1_facilities_and_construction,2019-2020,25880889.714752704
1_facilities_and_construction,2020-2021,27869026.92784847
10_office_management,2018-2019,17640
11_defence,2018-2019,65048.490000000005
11_defence,2020-2021,9421.08473015873
2_professional_services,2017-2018,11143232.123765772
2_professional_services,2018-2019,13772615.201928673
2_professional_services,2019-2020,13942529.348586172
2_professional_services,2020-2021,13603667.837669583
3_information_technology,2017-2018,256253.3236667876
3_information_technology,2018-2019,82811.97364864864
3_information_technology,2019-2020,105416.62
3_information_technology,2020-2021,20052.66586838199
5_transportation_and_logistics,2017-2018,88951.35
6_industrial_products_and_services,2017-2018,68683.03484500067
6_industrial_products_and_services,2018-2019,224516.45075939494
6_industrial_products_and_services,2019-2020,187033.7471978022
6_industrial_products_and_services,2020-2021,134601.55359890108
7_travel,2017-2018,155792.71189964158
7_travel,2018-2019,104146.36083154123
8_security_and_protection,2018-2019,14989.449999999999
9_human_capital,2017-2018,52563.19606433949
9_human_capital,2018-2019,111417.34341448099
9_human_capital,2019-2020,92745.6659421241
9_human_capital,2020-2021,115882.08032169747
NA,2017-2018,57208.11
NA,2018-2019,64722
NA,2019-2020,36337
NA,2020-2021,48788.32
