d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,188092.49,192982.67
0_other,2018-2019,64722.00,65358.80
0_other,2019-2020,36337.00,36183.96
0_other,2020-2021,48788.32,46092.87
0_other,2021-2022,0.00,0.00
1_facilities_and_construction,2017-2018,24664826.00,25299899.78
1_facilities_and_construction,2018-2019,24749317.87,25127890.57
1_facilities_and_construction,2019-2020,25720889.84,25464238.76
1_facilities_and_construction,2020-2021,27694139.66,26324906.75
1_facilities_and_construction,2021-2022,27880631.26,25844305.29
10_office_management,2018-2019,17640.00,17861.49
11_defence,2018-2019,65048.49,65865.24
11_defence,2019-2020,185265.30,182157.83
11_defence,2020-2021,9421.08,8937.83
11_defence,2021-2022,76818.44,70330.15
2_professional_services,2017-2018,10548599.57,10815434.76
2_professional_services,2018-2019,10840586.21,10990285.50
2_professional_services,2019-2020,11281176.46,11149020.22
2_professional_services,2020-2021,11444249.27,10879614.47
2_professional_services,2021-2022,11756587.79,10864636.28
3_information_technology,2017-2018,1065975.91,1092532.83
3_information_technology,2018-2019,3566208.96,3621336.57
3_information_technology,2019-2020,3357568.44,3329958.15
3_information_technology,2020-2021,2519786.88,2395269.37
3_information_technology,2021-2022,1546885.35,1435918.11
5_transportation_and_logistics,2017-2018,88951.35,91480.33
6_industrial_products_and_services,2017-2018,68683.03,70385.13
6_industrial_products_and_services,2018-2019,224516.45,227361.53
6_industrial_products_and_services,2019-2020,187033.75,184859.73
6_industrial_products_and_services,2020-2021,134601.55,128096.46
6_industrial_products_and_services,2021-2022,57.71,54.57
7_travel,2017-2018,155792.71,159829.81
7_travel,2018-2019,104146.36,106025.07
8_security_and_protection,2018-2019,14989.45,15277.65
9_human_capital,2017-2018,48631.05,49891.24
9_human_capital,2018-2019,111417.34,112979.09
9_human_capital,2019-2020,92745.67,91991.35
9_human_capital,2020-2021,115882.08,110052.17
9_human_capital,2021-2022,179386.84,165716.20
