d_fiscal_year,total,total_constant_2019_dollars
2017-2018,541448.93,558043.93
2018-2019,546111.48,556048.38
2019-2020,586688.61,581980.37
2020-2021,1049785.33,1001978.78
2021-2022,1419976.91,1326706.62
