d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2752625.87,2827697.03
2018-2019,2029911.28,2055816.03
2019-2020,2035472.68,2031303.50
2020-2021,2029911.28,1987258.25
2021-2022,2029911.28,1542002.66
