d_most_recent_category,total,percentage
1_facilities_and_construction,404786130.63,0.9876
5_transportation_and_logistics,4414499.20,0.0108
11_defence,301199.14,7e-4
2_professional_services,170233.95,4e-4
10_office_management,166455.10,4e-4
9_human_capital,18553.50,0
