d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,80912890.29470779
1_facilities_and_construction,2018-2019,80912890.29470779
1_facilities_and_construction,2019-2020,81134569.44620015
1_facilities_and_construction,2020-2021,80912890.29470779
10_office_management,2017-2018,166455.09807371654
11_defence,2017-2018,60206.83738030096
11_defence,2018-2019,60206.83738030096
11_defence,2019-2020,60371.78761969904
11_defence,2020-2021,60206.83738030096
2_professional_services,2018-2019,3128.342113323124
2_professional_services,2019-2020,95414.43445635527
2_professional_services,2020-2021,71691.17343032159
5_transportation_and_logistics,2017-2018,271098.1371215234
5_transportation_and_logistics,2018-2019,824188.2078088268
5_transportation_and_logistics,2019-2020,3019509.151783232
5_transportation_and_logistics,2020-2021,246381.01512315273
9_human_capital,2019-2020,18553.5
