d_vendor_name,overall_total
ADIRONDACK INFORMATION MANAGEMENT AMITA ARTEMP PERSONNEL SERVICES INC THE AIM GROUP INC IN JOINT VENTURE,5180973.271057601
ITEX,961058.3040313969
SOLUTIONS MOERAE MSI,834736.65
IDS SYSTEMS,777369.1610472279
ALTIS HUMAN RESOURCES,768864.2699999999
STOCKWOODS,661771.8451749735
MICROSOFT CANADA,540051.7949432929
NISHA TECHONOLOGIES,534156.9700000001
THE AIM GROUP,392790.07
CBCI TELECOM,316924.3
PHOENIX STRATEGIC PERSPECTIVES,300695.13
ADVANCED CHIPPEWA TECHNOLOGIES,290846.301890411
FMC PROFESSIONALS,250040.61000000002
GARTNER,234123.6
EXCEL HUMAN RESOURCES,202301.76
TERESA SCASSA,199665.74
ANDREA ROSEN ASSOCIATES,190628.19
ADVANCED BUSINESS INTERIORS,168813.81
SAMSON AND ASSOCIATES,161771.71568181817
PRIVPRO,155330.93
GOLDBLATT PARTNERS,152203.25
THE VCAN GROUP,147972.83
RSOLUTIONS,140038.04
LIONBRIDGE,139891.8
EDELMAN PUBLIC RELATIONS WORLDWIDE CANADA,135522.82
SRA STAFFING,131503.75
APOSTROPHE,124972.98999999999
EPSILON CONSULTING MANAGEMENT GROUP,122448.38
INTERNATIONAL ASSOCIATION OF PRIVACY PROFESSIONALS IAPP,120852.3
GEVC INTERACTIVE,115375.83
SUZANNE MORRIS,112676.05633802817
ALTRUISTIC INFORMATICS CONSULTING,103959.99999999999
THE RIGHT DOOR CONSULTING SOLUTIONS,101138.44712525667
BRECKENHILL,99988.05
TEKNION,98048.19
CBCI TELECOM CANADA,97735.13597170447
CORBINPARTNERS,97102.33
SHARP ELECTRONICS,92936.13578097596
STARLING ACCESS SERVICES,91765.61
WILD CARD ADVERTISING,89271
NEWS CANADA FIFTH STORY,89147.28
CDW CANADA,87577.97406451614
MARSWORKS,85993
ANNE E BERTRAND,85000
SOFTCHOICE,83497.77860273972
LRO STAFFING,79937.33
BELL CANADA,79810.59
ACTION PERSONNEL OF OTTAWA HULL,78593.15000000001
MICHELE BABIN ATIP CONSULTANT,76159.44
TRICO EVOLUTION,74971.99
ANTHONY MACAULEY ASSOCIATES,72368.25
SOCIETY OF ONTARIO ADJUDICATORS AND REGULATORS,70461
AFFINITY PRODUCTIONS GROUP,69478.35043285238
IPSS,66958.996286701207
GOSS GILROY,66812.81
DELOITTE AND TOUCHE,64719.63
ACCURATE DESIGN AND COMMUNICATION,64523
ASOKAN BUSINESS INTERIORS,64360.520000000004
CONEXSYS,63886.28
AVI SPL CANADA,62458.3
LSE ENTERPRISE,59023
OPTIV CANADA FEDERAL,58232.77711395063
MSI,57731.829999999994
DELL COMPUTER,57610.55016806723
STEENBURGH AND ASSOCIATES,55440
RAYMOND CHABOT GRANT THORNTON,53324.69726519337
NNOVATION,53223
WILD CARDS,49774.2
STIFF SENTENCES,49720
P R SERVICES,48124.479999999996
COGNIVA,46512.39
LEXISNEXIS CANADA,45426.62
HYPERACTIVE PRODUCTIONS,45200
VACHON IMPORTS CONSULTING,43403.06
ROPES GRAY,42600
THE PRINTING HOUSE,42246.240000000005
PUBLIC INTEREST ADVOCACY CENTRE,41810
NEO INSIGHT,41492.47
LANGUAGE RESEARCH DEVELOPMENT GROUP,40000
RISK SCIENCES INTERNATIONAL,39816
KPMG,39416.659999999996
TAB PRODUCTS OF CANADA,39413.27
9147381 CANADA,39375
ADDARIO LAW GROUP,37783.75
PRO MOVING SERVICES,37539.729999999996
DAVID BERMAN COMMUNICATIONS,37455.02
METALOGIX INTERNATIONAL,36872.28
ST JOSEPH PRINT GROUP,35662.18
LOWE MARTIN COMPANY,34492.5
ST JOSEPH COMMUNICATIONS,34492.5
SOUTHSIDE COMMUNICATIONS,34193.8
VIRUSTOTAL,32869.270000000004
GILAD ROSNER,32500
QUEST SOFTWARE,32496.446544366383
NETRUNNER,32188.1
CANADIAN EQUALITY CONSULTING,31499.999999999996
FURLOW FINANCIAL,30956.89655172414
ERIKA DOUGLAS,29999.999999999996
CANADIAN TEACHER S FEDERATION,29899.8
PALADIN DESIGN,29097.5
