normalized_vendor_name,original_vendor_name
CAN AM PLATFORMS CONSTRUCTION,Can-Am Platforms & Construction
CAN AM PLATFORMS CONSTRUCTION,CAN-AM PLATFORMS & CONSTRUCTION LTD
