normalized_vendor_name,original_vendor_name
HR ASSOCIATES,HR ASSOCIATES INCORPORATED
HR ASSOCIATES,Hr Associates Incorporated
HR ASSOCIATES,HR ASSOCIATES INC.
HR ASSOCIATES,HR ASSOCIATES INC
HR ASSOCIATES,HR Associates
