owner_org,d_fiscal_year,total,total_constant_2019_dollars
cic,2017-2018,172111.27,176440.68
cic,2018-2019,829293.51,838804.68
cic,2019-2020,948645.47,949166.53
cic,2020-2021,1061284.49,1010196.62
cic,2021-2022,24101.70,22322.25
pwgsc-tpsgc,2017-2018,339474.47,348271.37
pwgsc-tpsgc,2018-2019,113468.18,115826.40
