d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,236405.21,243657.77
1_facilities_and_construction,2018-2019,259692.50,264626.46
1_facilities_and_construction,2019-2020,270402.43,267938.64
1_facilities_and_construction,2020-2021,832717.20,796003.67
1_facilities_and_construction,2021-2022,486573.88,449159.12
1_facilities_and_construction,2022-2023,1577334.62,1411279.73
2_professional_services,2021-2022,39989.57,36829.46
3_information_technology,2019-2020,3462.42,3417.57
3_information_technology,2020-2021,5179.43,4932.48
3_information_technology,2021-2022,25523.39,23681.60
3_information_technology,2022-2023,1745.40,1574.93
6_industrial_products_and_services,2020-2021,26383.24,24976.04
