d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,169539.28,174904.86
1_facilities_and_construction,2018-2019,187953.62,191942.32
1_facilities_and_construction,2019-2020,184401.50,183756.66
1_facilities_and_construction,2020-2021,180555.63,172694.03
1_facilities_and_construction,2021-2022,185021.55,173201.98
1_facilities_and_construction,2022-2023,137932.08,123810.84
10_office_management,2022-2023,18051.60,16087.62
3_information_technology,2018-2019,17559.52,17767.57
3_information_technology,2020-2021,17434.20,16563.91
3_information_technology,2022-2023,5545.00,4930.62
6_industrial_products_and_services,2017-2018,641225.27,660273.99
6_industrial_products_and_services,2018-2019,217675.79,220166.12
6_industrial_products_and_services,2019-2020,125679.81,123476.95
6_industrial_products_and_services,2020-2021,340249.34,323533.12
6_industrial_products_and_services,2021-2022,449156.45,412082.96
6_industrial_products_and_services,2022-2023,1795565.16,1601216.93
9_human_capital,2019-2020,14712.60,14376.78
