d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,30743.09,31663.16
it_consulting_services,2019-2020,952420.31,939639.66
it_consulting_services,2020-2021,192731.34,182488.61
it_consulting_services,2021-2022,295688.26,275374.56
it_devices_equipment,2017-2018,234158.13,241158.26
it_devices_equipment,2018-2019,718408.94,731134.62
it_devices_equipment,2019-2020,380959.37,377004.90
it_devices_equipment,2020-2021,74736.69,71123.79
it_devices_equipment,2021-2022,300496.12,278119.07
it_other,2018-2019,7449.86,7513.40
it_other,2019-2020,46914.31,46514.59
it_other,2020-2021,399852.80,382587.26
it_other,2021-2022,160812.25,146377.95
it_software_licensing,2017-2018,6799443.24,7003068.75
it_software_licensing,2018-2019,4917636.30,4997312.45
it_software_licensing,2019-2020,12249734.13,12152276.44
it_software_licensing,2020-2021,14050216.27,13394442.76
it_software_licensing,2021-2022,8101352.13,7570499.56
