d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,22600.00,23132.73
it_consulting_services,2018-2019,12330.22,12451.54
it_consulting_services,2019-2020,58614.95,58230.37
it_consulting_services,2020-2021,19725.10,18743.22
it_consulting_services,2021-2022,44701.77,40824.94
it_devices_equipment,2017-2018,17432.43,17884.17
it_devices_equipment,2018-2019,17432.43,17703.54
it_devices_equipment,2019-2020,17480.20,17332.68
it_devices_equipment,2020-2021,17432.43,16572.50
it_other,2017-2018,31592.06,32384.15
it_other,2018-2019,10450.37,10656.78
it_other,2019-2020,20442.07,20269.56
it_other,2020-2021,55.85,52.72
it_other,2021-2022,377260.46,340741.65
it_software_licensing,2017-2018,209505.68,214623.44
it_software_licensing,2018-2019,496377.88,503652.42
it_software_licensing,2019-2020,365740.76,362075.79
it_software_licensing,2020-2021,509875.26,484568.69
it_software_licensing,2021-2022,688273.89,635346.52
