d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,8283.572895277208
10_office_management,2018-2019,33594.4900752909
10_office_management,2019-2020,33686.52977412731
10_office_management,2020-2021,33594.4900752909
11_defence,2018-2019,50000
11_defence,2019-2020,37500
11_defence,2020-2021,29999.999999999996
2_professional_services,2018-2019,3305.0139275766014
2_professional_services,2019-2020,24944.9860724234
3_information_technology,2017-2018,254473.4837291504
3_information_technology,2018-2019,527871.9647372244
3_information_technology,2019-2020,447022.98246835417
3_information_technology,2020-2021,547088.6539056743
9_human_capital,2017-2018,1246243.2856137247
9_human_capital,2018-2019,1178160.6919962384
9_human_capital,2019-2020,1213343.5399132823
9_human_capital,2020-2021,1194621.0851317628
