owner_org,d_fiscal_year,total
aafc-aac,2018-2019,42358.05
aandc-aadnc,2017-2018,12875.720000000001
aandc-aadnc,2019-2020,46666.692098092644
aandc-aadnc,2020-2021,75666.70790190736
cbsa-asfc,2017-2018,54496.42038077261
cbsa-asfc,2018-2019,142748.30645595322
cbsa-asfc,2019-2020,224518.25430733402
cbsa-asfc,2020-2021,55565.23561328241
ced-dec,2017-2018,19448.03
ced-dec,2018-2019,34416.39
ced-dec,2019-2020,47653.700000000004
cfia-acia,2019-2020,14102.4
cic,2017-2018,42120.17787592718
cic,2018-2019,71017.11
cic,2020-2021,22148
cihr-irsc,2017-2018,98479.2411639843
cihr-irsc,2018-2019,94954.33993110759
cihr-irsc,2019-2020,79345.40733969264
cnsc-ccsn,2018-2019,31974.21
cnsc-ccsn,2019-2020,20138.56
cra-arc,2017-2018,225475.96999999997
cra-arc,2018-2019,485939.97
cra-arc,2019-2020,709156.5590990253
cra-arc,2020-2021,286242.8128962241
csa-asc,2018-2019,20431.06
csc-scc,2017-2018,96138.957026756
csc-scc,2018-2019,195446.0356648728
csc-scc,2019-2020,9872.336836719149
csc-scc,2020-2021,11799.057049159814
csps-efpc,2018-2019,24317.22
cta-otc,2017-2018,8285.552660778892
cta-otc,2018-2019,8285.552660778892
cta-otc,2019-2020,8308.252805054999
cta-otc,2020-2021,2787.898329388336
dfatd-maecd,2017-2018,2090453.38
dfatd-maecd,2018-2019,1229234.75
dfatd-maecd,2019-2020,1487830
dfatd-maecd,2020-2021,435075.0996226305
dfo-mpo,2017-2018,28803.6
dnd-mdn,2017-2018,621514.5165067994
dnd-mdn,2018-2019,782241.3911802475
dnd-mdn,2019-2020,523096.8877706078
dnd-mdn,2020-2021,152792.35064104223
ec,2017-2018,11944.84917120245
ec,2018-2019,49435.95574620617
ec,2019-2020,4723.35727081138
ec,2020-2021,4710.451923076923
fcac-acfc,2019-2020,148286.02
fin,2017-2018,446452.20954907156
hc-sc,2017-2018,32736.22927657258
hc-sc,2018-2019,51644.37473133914
hc-sc,2019-2020,46923.0560467423
hc-sc,2020-2021,47368.76607879781
ic,2017-2018,61411.42
ic,2019-2020,9362.037359781121
ic,2020-2021,19638.395950752394
infc,2019-2020,25663.940000000002
irb-cisr,2019-2020,1861.295337591241
irb-cisr,2020-2021,20837.569662408758
jus,2018-2019,3403.912837591241
jus,2019-2020,62444.592636861315
jus,2020-2021,66789.97458941606
lac-bac,2017-2018,17815.38
nrcan-rncan,2017-2018,332840.8656515035
nrcan-rncan,2018-2019,116287.21421742483
nrcan-rncan,2019-2020,122380.51
nserc-crsng,2017-2018,102460.5
pc,2019-2020,16666.332269635564
pc,2020-2021,17927.32692203907
pch,2020-2021,11743.2
pco-bcp,2017-2018,78393.41524357148
pco-bcp,2018-2019,194281.00378349636
pco-bcp,2019-2020,198961.90093661338
pco-bcp,2020-2021,184993.7376826882
ppsc-sppc,2017-2018,41230.326733576636
ppsc-sppc,2018-2019,41230.326733576636
ppsc-sppc,2019-2020,41343.28653284671
ps-sp,2017-2018,209357.84000000003
ps-sp,2018-2019,176456.88999999998
ps-sp,2019-2020,48402.479999999996
ps-sp,2020-2021,10384.7
pwgsc-tpsgc,2017-2018,55681.25
pwgsc-tpsgc,2018-2019,28665.57
pwgsc-tpsgc,2019-2020,10714.99
rcmp-grc,2017-2018,4466.963324919744
rcmp-grc,2018-2019,14996.019072218001
rcmp-grc,2019-2020,4293.762719141324
rcmp-grc,2020-2021,99416.74488372094
ssc-spc,2017-2018,15497.74542207971
ssc-spc,2018-2019,61119.131328992786
ssc-spc,2019-2020,22130.386866880435
ssc-spc,2020-2021,20262.82459117122
statcan,2017-2018,43037.58
tbs-sct,2018-2019,78783.50181867048
tbs-sct,2019-2020,110410.83359645483
tbs-sct,2020-2021,54679.176349699905
tc,2017-2018,11705.94602932258
tc,2018-2019,45572.43005999071
tc,2019-2020,36005.457075575025
tc,2020-2021,14811.278231106242
tsb-bst,2017-2018,37204.55
vac-acc,2020-2021,44878.75
wage,2020-2021,24849.1
