d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4800328.64,4919976.28
2018-2019,4025240.72,4079702.43
2019-2020,4085038.33,4016086.16
2020-2021,1692898.62,1606471.90
2021-2022,1921874.48,1438026.15
