d_fiscal_year,total,total_constant_2019_dollars
2017-2018,923918.90,952600.53
2018-2019,1415506.85,1438541.94
2019-2020,2159087.95,2140844.35
2020-2021,1170555.48,1115748.60
2021-2022,1325692.83,1236259.75
