d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,923918.90,948129.52
1_facilities_and_construction,2018-2019,1028471.82,1044249.31
1_facilities_and_construction,2019-2020,1163409.37,1153038.67
1_facilities_and_construction,2020-2021,1096984.67,1042402.28
1_facilities_and_construction,2021-2022,1109001.09,1027847.48
2_professional_services,2019-2020,32040.35,31394.64
2_professional_services,2020-2021,73570.81,69292.67
2_professional_services,2021-2022,116813.30,106992.38
3_information_technology,2018-2019,387035.02,391250.82
3_information_technology,2019-2020,963638.23,955506.11
