d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6182622.85,6368797.85
1_facilities_and_construction,2018-2019,6282024.60,6403274.20
1_facilities_and_construction,2019-2020,804312.04,796881.89
1_facilities_and_construction,2020-2021,529040.10,505120.06
1_facilities_and_construction,2021-2022,469339.59,433903.90
1_facilities_and_construction,2022-2023,15214229.48,13604310.87
2_professional_services,2017-2018,576551.36,593087.85
2_professional_services,2018-2019,524605.09,536670.25
6_industrial_products_and_services,2017-2018,446423.45,461102.26
6_industrial_products_and_services,2018-2019,863396.64,874998.72
6_industrial_products_and_services,2019-2020,1745873.86,1731947.06
6_industrial_products_and_services,2020-2021,1741103.71,1658089.08
