d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6182622.853051429
1_facilities_and_construction,2018-2019,6282024.595232569
1_facilities_and_construction,2019-2020,804312.0439824869
1_facilities_and_construction,2020-2021,529040.1016045549
2_professional_services,2017-2018,576551.3567961166
2_professional_services,2018-2019,524605.0932038836
6_industrial_products_and_services,2017-2018,446423.45
6_industrial_products_and_services,2018-2019,863396.6359758772
6_industrial_products_and_services,2019-2020,1745873.8605921052
6_industrial_products_and_services,2020-2021,1741103.7134320175
