d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2540331.00,2602762.71
2018-2019,3186061.44,3236778.40
2019-2020,3183762.45,3155331.15
2020-2021,5616968.98,5340386.29
2021-2022,5992748.08,5554357.14
