owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,34172.25,35123.09
dfo-mpo,2018-2019,10542.93,10632.84
dfo-mpo,2019-2020,195749.80,194083.71
dfo-mpo,2020-2021,21262.50,20037.68
dfo-mpo,2021-2022,65205.01,61363.55
dnd-mdn,2017-2018,1614629.48,1660039.93
dnd-mdn,2018-2019,2014458.86,2053788.08
dnd-mdn,2019-2020,1644961.08,1633266.54
dnd-mdn,2020-2021,2189448.27,2090828.43
dnd-mdn,2021-2022,2657562.98,2478825.48
ec,2017-2018,29747.47,30606.57
ec,2018-2019,52453.26,53412.05
ec,2019-2020,79479.67,78747.00
ec,2020-2021,23199.75,22193.70
nrc-cnrc,2020-2021,22125.00,21022.85
pwgsc-tpsgc,2017-2018,655933.76,675946.07
pwgsc-tpsgc,2018-2019,1038395.84,1056463.20
pwgsc-tpsgc,2019-2020,1169976.11,1158109.30
pwgsc-tpsgc,2020-2021,3163455.85,3016479.90
pwgsc-tpsgc,2021-2022,3160309.33,2954593.48
rcmp-grc,2017-2018,205848.04,211958.04
rcmp-grc,2018-2019,70210.54,71493.92
rcmp-grc,2019-2020,70402.90,69837.91
rcmp-grc,2020-2021,70210.54,66936.94
rcmp-grc,2021-2022,134809.50,125462.49
