d_most_recent_category,total,percentage
11_defence,17501619.21,0.4748
1_facilities_and_construction,11269386.19,0.3057
3_information_technology,6894206.86,0.187
10_office_management,864095.61,0.0234
6_industrial_products_and_services,304300.00,0.0083
2_professional_services,30881.38,8e-4
