d_vendor_name,overall_total
SI SYSTEMS,3680423.04
MODIS CANADA,3128924.64
ADRM TECHNOLOGY CONSULTING,2881475.99
SYSTEMSCOPE,1636844.73
SAS INSTITUTE,1265986.29
GARTNER,1215963.11
ORACLE CANADA,1015553.53
CSI CONSULTING,976577.58
SAMSON ASSOCIES,870276.81
NORTHERN MICRO,767018.31
MAPLESOFT CONSULTING,712763.20
DONNA CONA,690544.72
RANDSTAD,672211.88
SOFTSIM TECHNOLOGIES,618795.45
EXCEL HUMAN RESOURCES,589147.43
MAXSYS STAFFING AND CONSULTING,577656.00
TRM TECHNOLOGIES,532246.18
FREEBALANCE,485125.21
AVI SPL,459629.48
WORKDYNAMICS TECHNOLOGIES,416799.49
SRA STAFFING SOLUTIONS,328897.80
CDW CANADA,284828.37
APPLIED ELECTONICS,280283.56
N12 CONSULTING,254088.22
IBM CANADA,245958.04
FAST TRACK STAFFING,199711.58
TAG HR,190683.18
SOFTCHOICE,186170.20
MICROSOFT CANADA,161554.08
GOSS GILROY,139885.15
ALTIS HUMAN RESOURCES,136645.26
PROSCI CANADA,131617.63
QMR,117393.18
EBSCO CANADA,112163.99
COMPUGEN,110073.45
NOVIPRO,107532.89
ARTEMP PERSONNEL SERVICES,103008.60
PRICEWATERHOUSE COOPERS,102949.82
PLEIAD CANADA,101319.41
IPSOS,83746.05
THINKPOINT,76914.86
PORTAGE PERSONNEL,73675.98
ECOLE DE LANGUES ABCE,44572.50
GLOBAL KNOWLEDGE,44015.16
QUANTUM MANAGEMENT SERVICES,40724.14
LANGUAGE RESEARCH DEVELOPMENT GROUP,39999.80
THE AIM GROUP,39776.00
ORBIS RISK CONSULTING,35453.75
CARAHSOFT TECHNOLOGY,34886.27
VIDCRUITER,29166.00
DELOITTE,25616.14
DELCO AUTOMATION,24860.00
DELL COMPUTER,24659.35
STIFF SENTENCES,24577.50
TOTEM OFFISOURCE,23990.68
"NATTIQ",22995.00
MINDWIRE SYSTEMS,21739.00
TURTLE ISLAND STAFFING,17974.31
D4IS SOLUTIONS,16223.46
ALGONQUIN COLLEGE,15447.10
MULTISHRED,14803.00
ITEX,11773.44
CANADIAN CORPS OF COMMISSIONAIRES,10892.07
CONFERENCE BOARD OF CANADA,9754.67
CISION CANADA,6991.79
