d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2750338.35,2833938.78
it_consulting_services,2018-2019,3469283.49,3533203.52
it_consulting_services,2019-2020,4835401.10,4797375.53
it_consulting_services,2020-2021,3856157.50,3675711.64
it_consulting_services,2021-2022,3092357.70,2895923.69
it_devices_equipment,2017-2018,17326.35,17803.81
it_devices_equipment,2018-2019,255290.38,257467.56
it_devices_equipment,2020-2021,624624.11,592419.61
it_devices_equipment,2021-2022,359163.28,336490.87
it_other,2017-2018,134650.46,138453.91
it_other,2018-2019,180132.46,184627.71
it_other,2019-2020,205756.36,201055.35
it_other,2020-2021,1810.64,1706.34
it_software_licensing,2017-2018,507437.98,522975.70
it_software_licensing,2018-2019,1114566.78,1134208.31
it_software_licensing,2019-2020,1212169.14,1208326.62
it_software_licensing,2020-2021,564598.26,538385.68
it_software_licensing,2021-2022,1128853.98,1052515.13
